,Characters,Dialogue,Movie
123,Captain,Alert General Hux. And stop that fighter.,The Force Awakens
125,Officer,Fourteen failed. Eighteen...,The Force Awakens
127,Poe Dameron ,I got it. Woah! This thing really moves. We gotta take out as many of these cannons as we can...or we're not gonna get very far.,The Force Awakens
129,Poe Dameron ,I'm gonna get us in position. Just stay sharp. Up ahead! Up ahead! You see it? I got us dead center. It's a clean shot.,The Force Awakens
131,Poe Dameron ,Yes!,The Force Awakens
133,Poe Dameron ,I saw it! Hey what's your name?,The Force Awakens
135,Poe Dameron ,F... What?,The Force Awakens
137,Poe Dameron ,Well I ain't using it. F-N huh? Finn. I'm gonna call you Finn. Is that all right?,The Force Awakens
139,Poe Dameron ,I'm Poe. Poe Dameron. ,The Force Awakens
141,Poe Dameron ,Good to meet you too Finn.,The Force Awakens
143,Captain,Sir they've taken out our turbo lasers.,The Force Awakens
145,General Hux,Use the ventral cannons.,The Force Awakens
147,Captain,Yes sir. Bringing them online.,The Force Awakens
149,Kylo Ren,General Hux is it the Resistance pilot?,The Force Awakens
151,General Hux,Yes and he had help... from one of our own. We're checking the registers now... to identify which stormtrooper it was.,The Force Awakens
153,Kylo Ren,The one from the village. FN-2187.,The Force Awakens
155,Captain,Sir ventral cannons hot.,The Force Awakens
157,General Hux,Fire.,The Force Awakens
159,Poe Dameron ,One's coming toward you! My right. Your left. Do you see it?,The Force Awakens
161,Poe Dameron ,Nice shot!,The Force Awakens
163,Poe Dameron ,We're going back to Jakku. That's where.,The Force Awakens
165,Poe Dameron ,I gotta get my droid before the First Order does.,The Force Awakens
167,Poe Dameron ,That's right. He's a BB unit orange and white. One of a kind.,The Force Awakens
169,Poe Dameron ,This one is pal!,The Force Awakens
171,Poe Dameron ,That droid has a map that leads straight to Luke Skywalker.,The Force Awakens
173,Phasma,FN-2187 reported to my division... was evaluated and sent to reconditioning.,The Force Awakens
175,General Hux,No prior signs of nonconformity?,The Force Awakens
177,Phasma,This was his first offense.,The Force Awakens
179,Officer,General! They've been hit.,The Force Awakens
181,General Hux,Destroyed?,The Force Awakens
183,Officer,Disabled. They were headed back to Jakku. The fighter is projected to crash in the Goazon badlands.,The Force Awakens
185,General Hux,They were going back for the droid. Send a squad to the wreckage.,The Force Awakens
187,General Hux,Supreme Leader Snoke was explicit. Capture the droid if we can but destroy it if we must.,The Force Awakens
189,Kylo Ren,How capable are your soldiers General?,The Force Awakens
191,General Hux,I won't have you question my methods.,The Force Awakens
193,Kylo Ren,They're obviously skilled at committing high treason. Perhaps Leader Snoke should consider using a clone army.,The Force Awakens
195,General Hux,My men are exceptionally trained. Programmed from birth.,The Force Awakens
197,Kylo Ren,Then they should have no problem retrieving the droid. Unharmed.,The Force Awakens
199,General Hux,Careful Ren that your personal interests not interfere with orders from Leader Snoke.,The Force Awakens
201,Kylo Ren,I want that map. For your sake... I suggest you get it.,The Force Awakens
203,Rey,What? Oi get off him!,The Force Awakens
205,Rey,They work for Unkar. That guy that wanted you. He must have really wanted you. Who? Him? What's your hurry thief?,The Force Awakens
207,Rey,The jacket. This droid says you stole it.,The Force Awakens
209,Rey,Where'd you get it? It belongs to his master.,The Force Awakens
211,Rey,So you're with the Resistance?,The Force Awakens
213,Rey,I've never met a Resistance fighter before.,The Force Awakens
215,Rey,BB-8 says he's on a secret mission. He has to get back to your base.,The Force Awakens
217,Rey,Luke Skywalker? I thought he was a myth. What? What are you doing?,The Force Awakens
219,Rey,Let go of me!,The Force Awakens
221,Rey,I know how to run without you holding my hand! BB-8 stay close! This way.,The Force Awakens
223,Storm Trooper,Call in the air strike.,The Force Awakens
225,Rey,They're shooting at both of us.,The Force Awakens
227,Rey,Well thanks for that.,The Force Awakens
229,Rey,Are you okay? Stop taking my hand! Hey-,The Force Awakens
231,Rey,Yeah. Follow me.,The Force Awakens
233,Rey,We might... in that quadjumper!,The Force Awakens
235,Rey,We've got one.,The Force Awakens
237,Rey,That one's garbage! The garbage will do. Gunner position is down there!,The Force Awakens
239,Rey,No! This ship hasn't flown in years.,The Force Awakens
241,Rey,I can do this. I can do this.,The Force Awakens
243,Unkar,Hey! That's mine!,The Force Awakens
245,Rey,What?,The Force Awakens
247,Rey,BB-8 hold on! I'm going low! What are you doing back there? Are you ever gonna fire back?,The Force Awakens
249,Rey,Not so easy without a co-pilot!,The Force Awakens
251,Rey,We're about to get some! I hope.,The Force Awakens
253,Rey,Nice shot!,The Force Awakens
255,Rey,Get ready!,The Force Awakens
257,Rey,Oh no.,The Force Awakens
259,Rey,Nice shooting.,The Force Awakens
261,Rey,Thanks.,The Force Awakens
263,Rey,I don't know.,The Force Awakens
265,Rey,I've flown some ships but I've never left the planet. Your last shot was dead-on.,The Force Awakens
267,Rey,You got him with one blast!,The Force Awakens
269,Rey,It was perfect.,The Force Awakens
271,Rey,You're okay. He's with the Resistance. He's gonna get you home. We both will. I don't know your name.,The Force Awakens
273,Rey,I'm Rey.,The Force Awakens
275,Rey,Help me with this. Quick!,The Force Awakens
277,Officer,Sir... we were unable to acquire the droid on Jakku. It escaped capture...aboard a stolen Corellian YT model freighter.,The Force Awakens
279,Kylo Ren,The droid... stole a freighter?,The Force Awakens
281,Officer,Not exactly sir. It had help. We have no confirmation... but we believe FN-2187 may have helped in the escape.,The Force Awakens
283,Kylo Ren,Anything else?,The Force Awakens
285,Officer,The two were accompanied by a girl.,The Force Awakens
287,Kylo Ren,What girl?,The Force Awakens
289,Rey,It's the motivator. Grab me a Harris wrench check in there.,The Force Awakens
291,Rey,If we wanna live not good.,The Force Awakens
293,Rey,"BB-8 said the location of the Resistance base... is ""need to know"". If I'm taking you there I need to know!",The Force Awakens
295,Rey,Pilex driver hurry. So where's your base?,The Force Awakens
297,Rey,The lleenium system?,The Force Awakens
299,Rey,I'll drop you two at Ponemah Terminal. I need the bonding tape hurry!,The Force Awakens
301,Rey,I gotta get back to Jakku.,The Force Awakens
303,Rey,It's not that one. No. No.,The Force Awakens
305,Rey,The one I'm pointing to. No. No. No! If we don't patch it up...  the propulsion tank will overflow... and flood the ship with poisonous gas!,The Force Awakens
307,Rey,Yes.,The Force Awakens
309,Rey,None of your business that's why.,The Force Awakens
311,Rey,No it can't be. Someone's locked on to us. All controls are overridden.  Get off! Get off! See anything?,The Force Awakens
313,Rey,What do we do? There must be something.,The Force Awakens
315,Rey,I fixed that.,The Force Awakens
317,Rey,Come on BB-8.,The Force Awakens
319,Rey,Do you think this will work on the stormtroopers?,The Force Awakens
321,Han Solo,Chewie... we're home. Where are the others? Where's the pilot?,The Force Awakens
323,Rey,I'm the pilot.,The Force Awakens
325,Han Solo,You?,The Force Awakens
327,Rey,No it's true. We're the only ones on board.,The Force Awakens
329,Han Solo,"And ""that thing"" can understand you too... so watch it. Come on out of there. Where'd you get this ship?",The Force Awakens
331,Rey,Niima Outpost.,The Force Awakens
333,Han Solo,Jakku? That junkyard?,The Force Awakens
335,Han Solo,Told you we should have double-checked the Western Reaches. Who had it? Ducain?,The Force Awakens
337,Rey,I stole it. From Unkar Plutt. He stole it from the Irving Boys who stole it from Ducain.,The Force Awakens
339,Han Solo,Who stole it from me! Well you tell him that Han Solo... just stole back the Millennium Falcon for good.,The Force Awakens
341,Rey,This is  the Millennium Falcon? You're Han Solo? ,The Force Awakens
343,Han Solo,I used to be.,The Force Awakens
345,Rey,No the smuggler.,The Force Awakens
347,Rey,This is the ship that made the Kessel Run in 14 parsecs?,The Force Awakens
349,Han Solo,Twelve! Fourteen. Hey! Some moof-milker put a compressor on the ignition line.,The Force Awakens
351,Rey,Unkar Plutt did.  I thought it was a mistake too. Puts too much...,The Force Awakens
353,Rey / Han,...stress on the hyperdrive.,The Force Awakens
355,Han Solo,Chewie throw them in a pod. We'll drop them at the nearest inhabited planet.,The Force Awakens
357,Rey,Wait no. We need your help.,The Force Awakens
359,Han Solo,My help?,The Force Awakens
361,Rey,This droid has to get to the Resistance base... as soon as possible.,The Force Awakens
363,Han Solo,Yeah. I knew him. I knew Luke. Don't tell me a Rathtar's gotten loose.,The Force Awakens
365,Han Solo,I'm hauling Rathtars. Oh great. It's the Guavian Death Gang. Must have tracked us from Nantoon.,The Force Awakens
367,Rey,What's a Rathtar?,The Force Awakens
369,Han Solo,They're big and they're dangerous.,The Force Awakens
371,Rey,No.,The Force Awakens
373,Han Solo,I got three of them going to King Prana.,The Force Awakens
375,Han Solo,I used to have a bigger crew. Get below and stay there until I say so... and don't even think about taking the Falcon.,The Force Awakens
377,Rey,What about BB-8?,The Force Awakens
379,Han Solo,He stays with me until I get rid of the gang... then you can have him back and be on your way.,The Force Awakens
381,Han Solo,There's one.,The Force Awakens
383,Rey,What are you gonna do?,The Force Awakens
385,Han Solo,Same thing I always do. Talk my way out of it. Yes I do. Every time.,The Force Awakens
387,Bala-Tik,Han Solo. You're a dead man.,The Force Awakens
389,Han Solo,Bala-Tik. What's the problem?,The Force Awakens
391,Bala-Tik,The problem is we loaned you 5 for this job.,The Force Awakens
393,Rey,Can you see them?,The Force Awakens
395,Bala-Tik,I heard you also borrowed 5 from Kanjiklub.,The Force Awakens
397,Han Solo,You know you can't trust those little freaks.,The Force Awakens
399,Bala-Tik,How long we known each other?,The Force Awakens
401,Rey,They have blasters.,The Force Awakens
403,Bala-Tik,Not long. We want our money back now.,The Force Awakens
405,Han Solo,You think hunting Rathtars is cheap? I spent that money.,The Force Awakens
407,Bala-Tik,Kanjiklub wants their investment back too.,The Force Awakens
409,Han Solo,I never made a deal with Kanjiklub!,The Force Awakens
411,Bala-Tik,Tell that to Kanjiklub.,The Force Awakens
413,Han Solo,Tasu Leech. Good to see you.,The Force Awakens
415,Han Solo,Boys you're both gonna get what I promised. Have I ever not delivered for you before?,The Force Awakens
417,Bala-Tik,Yeah.,The Force Awakens
419,Han Solo,What was the second time?,The Force Awakens
421,Bala-Tik,Your game is old. There's no one in the galaxy left for you to swindle. That BB unit. The First Order is looking for one just like it. And two fugitives.,The Force Awakens
423,Han Solo,First I've heard of it.,The Force Awakens
425,Rey,Wait wait wait. If we close the blast doors in that corridor... we can trap both gangs!,The Force Awakens
427,Rey,Resetting the fuses should do it.,The Force Awakens
429,Han Solo,I got a bad feeling about this.,The Force Awakens
431,Rey,Oh no.,The Force Awakens
433,Rey,Wrong fuses.,The Force Awakens
435,Bala-Tik,Kill them! And take the droid!,The Force Awakens
437,Rey,Huge! What do they look like?,The Force Awakens
439,Rey,Are you sure?,The Force Awakens
441,Rey,Finn! Finn!,The Force Awakens
443,Rey,Get Off! Get Off!,The Force Awakens
445,Rey,Finn! Finn!,The Force Awakens
447,Rey,Finn!,The Force Awakens
449,Rey,That was lucky.,The Force Awakens
451,Han Solo,I got the door. Cover us! Chewie! You okay? Wow. Come on! Come on!,The Force Awakens
453,Rey,Han.,The Force Awakens
455,Han Solo,You close the door behind us. You take care of Chewie! Hey where are you going?,The Force Awakens
457,Rey,Unkar Plutt installed a fuel pump too.  If we don't prime that we're not going anywhere.,The Force Awakens
459,Han Solo,I hate that guy.,The Force Awakens
461,Rey,And you could use a co-pilot.,The Force Awakens
463,Han Solo,I got one he's back there. Watch the thrust. We're going out of here at lightspeed.,The Force Awakens
465,Rey,From inside the hangar? Is that even possible?,The Force Awakens
467,Han Solo,I never ask that question till after I've done it. This is not how I thought this day was gonna go. Angle the shield. Hang on back there.,The Force Awakens
469,Han Solo,Come on baby don't let me down. What?,The Force Awakens
471,Rey,Compressor.,The Force Awakens
473,Bala-Tik,Inform the First Order...  that Han Solo has the droid they want. And it's  aboard the Millennium Falcon.,The Force Awakens
475,Snoke,The droid will soon be delivered to the Resistance... leading them to the last Jedi. If Skywalker returns... the new Jedi will rise.,The Force Awakens
477,General Hux,Supreme Leader I take full responsibility...,The Force Awakens
479,Snoke,General! Our strategy must now change.,The Force Awakens
481,General Hux,The weapon. It is ready. I believe the time has come to use it.  We shall destroy the government... that supports the Resistance... the Republic.  Without their friends to protect them... the Resistance will be vulnerable. And we will stop them before they reach Skywalker.,The Force Awakens
483,Snoke,Go. Oversee preparations.,The Force Awakens
485,General Hux,Yes Supreme Leader.,The Force Awakens
487,Snoke,There has been an awakening. Have you felt it?,The Force Awakens
489,Kylo Ren,Yes.,The Force Awakens
491,Snoke,There's something more. The droid we seek is aboard the Millennium Falcon. In the hands of your father... Han Solo.,The Force Awakens
493,Kylo Ren,He means nothing to me.,The Force Awakens
495,Snoke,Even you master of the Knights of Ren... have never faced such a test.,The Force Awakens
497,Kylo Ren,By the grace of your training I will not be seduced.,The Force Awakens
499,Snoke,We shall see. We shall see.,The Force Awakens
501,Han Solo,Electrical overload.,The Force Awakens
503,Rey,I can fix that.,The Force Awakens
505,Han Solo,Coolant's leaking.,The Force Awakens
507,Rey,Try transferring auxiliary power...,The Force Awakens
509,Rey / Han,...to the secondary tank.,The Force Awakens
511,Han Solo,I got it.,The Force Awakens
513,Han Solo,You hurt Chewie you're gonna deal with me! ,The Force Awakens
515,Han Solo,This hyperdrive blows there are gonna be pieces of us in three different systems. What'd you do?,The Force Awakens
517,Rey,I bypassed the compressor.,The Force Awakens
519,Han Solo,Huh. Move ball. Ah don't say that. You did great. Just rest. Good job kid. Thanks.,The Force Awakens
521,Han Solo,So... fugitives huh?,The Force Awakens
523,Rey,The First Order wants the map. Finn is with the Resistance. I'm just a scavenger.,The Force Awakens
525,Han Solo,Let's see what you got.,The Force Awakens
527,Rey,Go ahead.,The Force Awakens
529,Han Solo,This map's not complete. It's just a piece. Ever since Luke disappeared  people have been looking for him.,The Force Awakens
531,Rey,Why did he leave?,The Force Awakens
533,Han Solo,He was training a new generation of Jedi.  One boy an apprentice... turned against him destroyed it all. Luke felt responsible. He just walked away from everything.,The Force Awakens
535,Han Solo,A lot of rumors. Stories. People that knew him best... think he went looking for the first Jedi temple. Think he went looking for the first Jedi temple.,The Force Awakens
537,Rey,The Jedi were real?,The Force Awakens
539,Han Solo,I used to wonder about that myself. Thought it was a bunch of mumbo-jumbo. A magical power holding together good and evil... the dark side and the light. Crazy thing is... it's true. The Force. The Jedi. All Of it. It's all true. No you rest. You want my help? You're getting it. Gonna see an old friend. She'll get your droid home. This is our stop.,The Force Awakens
541,Rey,I didn't know there was this much green in the whole galaxy.,The Force Awakens
543,Han Solo,Did you just call me Solo?,The Force Awakens
545,Han Solo,Listen Big Deal. You got another problem. Women always figure out the truth. Always. You might need this.,The Force Awakens
547,Rey,I think I can handle myself.,The Force Awakens
549,Han Solo,I know you do. That's why I'm giving it to you. Take it. You know how to use one of those?,The Force Awakens
551,Rey,Yeah. You pull the trigger.,The Force Awakens
553,Han Solo,Little bit more to it than that. You got a lot to learn. You got a name?,The Force Awakens
555,Rey,Rey,The Force Awakens
557,Han Solo,Rey. I been thinking about bringing on some more crew Rey. A second mate. Someone to help out. Someone who can keep up with Chewie and me... appreciates the Falcon.,The Force Awakens
559,Rey,Are you offering me a job?,The Force Awakens
561,Han Solo,I wouldn't be nice to you. Doesn't pay much.,The Force Awakens
563,Rey,You're offering me a job.,The Force Awakens
565,Han Solo,I'm thinking about it. Well?,The Force Awakens
567,Rey,If you were I'd be flattered. But I have to get home.,The Force Awakens
569,Han Solo,Where Jakku?,The Force Awakens
571,Rey,I've already been away too long.,The Force Awakens
573,Han Solo,Chewie check out the ship as best you can. That's too bad. Chewie kind of likes you.,The Force Awakens
575,Han Solo,To get your droid on a clean ship.,The Force Awakens
577,Rey,Clean?,The Force Awakens
579,Han Solo,You think it was luck that Chewie and I found the Falcon?  If we can find it on our scanners... the First Order's not far behind. Wanna get BB-8 to the Resistance? Maz Kanata's our best bet.,The Force Awakens
581,Han Solo,Relax kid. She's run this watering hole for a thousand years. Maz is a bit of an acquired taste... so let me do the talking. And whatever you do don't stare.,The Force Awakens
583,Rey / Finn,At what?,The Force Awakens
585,Han Solo,Any of it.,The Force Awakens
587,Maz Kanata,Han Solo!,The Force Awakens
589,Han Solo,Oh boy. Hey Maz.,The Force Awakens
591,Maz Kanata,Where's my boyfriend?,The Force Awakens
593,Han Solo,Chewie's working on the Falcon.,The Force Awakens
595,Maz Kanata,I like that Wookiee. I assume you need something. Desperately. Let's get to it.,The Force Awakens
597,Kylo Ren,Forgive me.  I feel it again. The pull to the light. Supreme Leader senses it. Show me again. The power of the darkness. And I will let nothing stand in our way. Show me... Grandfather...  and I Will finish... what you started.,The Force Awakens
599,Maz Kanata,A map. To Skywalker himself? You are right back in the mess.,The Force Awakens
601,Han Solo,Maz I need you to get this droid to Leia. ,The Force Awakens
603,Maz Kanata,Hmm... No. You've been running away from this fight for too long. Han. Go home.,The Force Awakens
605,Han Solo,Leia doesn't wanna see me.,The Force Awakens
607,Rey,What fight?,The Force Awakens
609,Maz Kanata,The only fight. Against the dark side. Through the ages... I've seen evil take many forms. The Sith. The Empire. Today it is the First Order. Their shadow is spreading across the galaxy. We must face them. Fight them. All of us.,The Force Awakens
611,Maz Kanata,If you live long enough...   you see the same eyes in different people. I'm looking at the eyes of a man who wants to run.,The Force Awakens
613,Maz Kanata,Hmm. You see those two? They'll trade work for transportation... to the Outer Rim. There you can disappear.,The Force Awakens
615,Rey,Finn?,The Force Awakens
617,Rey,What about BB-8? We're not done yet. We have to get him back to your base.,The Force Awakens
619,Han Solo,Keep it kid.,The Force Awakens
621,Maz Kanata,Who's the girl?,The Force Awakens
623,Rey,What are you doing? ,The Force Awakens
625,Rey,You can't just go. I won't let you.,The Force Awakens
627,Rey,Finn what are you talking about?,The Force Awakens
629,Rey,Don't go.,The Force Awakens
631,Rey,No! ,The Force Awakens
633,Yoda,Its energy...  surrounds us... and binds us...,The Force Awakens
635,Obi Wan,The Force will be...,The Force Awakens
637,Rey,No! Come back!,The Force Awakens
639,Unkar,Quiet girl.,The Force Awakens
641,Obi Wan,Rey? These are your first steps.,The Force Awakens
643,Rey,What was that? I shouldn't have gone in there.,The Force Awakens
645,Maz Kanata,That lightsaber was Luke's. And his father's before him. And now it calls to you.,The Force Awakens
647,Rey,I have to get back to Jakku. ,The Force Awakens
649,Maz Kanata,Han told me. Dear child. I see your eyes. You already know the truth. Whomever you're waiting for on Jakku... they're never coming back. But... there's someone who still could. ,The Force Awakens
651,Rey,Luke. ,The Force Awakens
653,Maz Kanata,The belonging you seek is not behind you... it is ahead. I am no Jedi but I know the Force.  It moves through and surrounds every living thing.  Close your eyes. Feel it. The light... it's always been there. It will guide you. The saber. Take it.,The Force Awakens
655,Rey,I'm never touching that thing again. I don't want any part of this.,The Force Awakens
657,Maz Kanata,Hmm.,The Force Awakens
659,General Hux,Today is the end of the Republic. The end of a regime that acquiesces to disorder. At this very moment in a system far from here... the New Republic lies to the galaxy... while secretly supporting the treachery... of the loathsome Resistance. This fierce machine which you have built upon which we stand will bring an end to the Senate! To their cherished fleet!  All remaining systems will bow to the First Order! And will remember this as the last day of the Republic!,The Force Awakens
661,Officer,Confirm transfer to manual control. Configure!,The Force Awakens
663,General Hux,Fire!,The Force Awakens
665,Citizen,No. What is it? ,The Force Awakens
667,Rey,What are you doing? You have to go back. I'm leaving. BB-8... No you can't. You have to go back you're too important. They'll help you.,The Force Awakens
669,Maz Kanata,I've had this for ages. Kept it locked away.,The Force Awakens
671,Han Solo,Where'd you get that?,The Force Awakens
673,Maz Kanata,A good question. For another time. Take it. Find your friend! Those beasts. They're here.,The Force Awakens
675,Storm Trooper,FN-417 hold position.,The Force Awakens
677,Rey,Oh safety.,The Force Awakens
679,Storm Trooper,Sir. The droid was spotted heading west. With a girl.,The Force Awakens
681,Rey,You have to keep going. Stay out of sight. I'll try to fight them off. I hope so too.,The Force Awakens
683,Han Solo,Come on Chewie!,The Force Awakens
685,Rey,Rey and BB-8! They need you! Now! Go!,The Force Awakens
687,Maz Kanata,You have one!,The Force Awakens
689,Han Solo,Hey can I try that? I like this thing.,The Force Awakens
691,Storm Trooper,Traitor!,The Force Awakens
693,Han Solo,You okay Big Deal?,The Force Awakens
695,Storm Trooper,Don't move- TK-338 we have targets in custody.,The Force Awakens
697,Poe Dameron ,Go straight at them! Don't let these dogs scare you!,The Force Awakens
699,Unknown Lady,Copy that.,The Force Awakens
701,Unknown Man,We're with you Poe.,The Force Awakens
703,Han Solo,Quick!,The Force Awakens
705,Poe Dameron ,Whoo-hoo!,The Force Awakens
707,Kylo Ren,The girl I've heard so much about. The droid. Where is it?,The Force Awakens
709,Storm Trooper,Request air support.,The Force Awakens
711,Kylo Ren,The map. You've seen it.,The Force Awakens
713,Storm Trooper,Sir Resistance fighters. We need more troops.,The Force Awakens
715,Kylo Ren,Pull the division out. Forget the droid. We have what we need.,The Force Awakens
717,Storm Trooper,Pull back to tree line!,The Force Awakens
719,Han Solo,Yeah I know.,The Force Awakens
721,Commander,Let's go! ,The Force Awakens
723,Han Solo,You changed your hair.,The Force Awakens
725,Leia,Same jacket.,The Force Awakens
727,Han Solo,No new jacket. I saw him. Leia I saw our son. He was here.,The Force Awakens
729,Poe Dameron ,BB-8 my buddy. Oh it's so good to see you. Finn saved you? Where is he?,The Force Awakens
731,Poe Dameron ,Oh No.,The Force Awakens
733,Poe Dameron ,Buddy! So are you!,The Force Awakens
735,Poe Dameron ,I got thrown from the crash.  I woke up at night. No you. No ship. Nothing. BB-8 says that you saved him.,The Force Awakens
737,Poe Dameron ,You completed my mission Finn... That's my jacket.,The Force Awakens
739,Poe Dameron ,No no no. Keep it. It suits you. You're a good man Finn.,The Force Awakens
741,nnouncer,PZ-4CO report to communications.,The Force Awakens
743,Poe Dameron ,General Organa... I'm sorry to interrupt. This is Finn. He needs to talk to you.,The Force Awakens
745,Leia,And I need to talk to him. That was incredibly brave what you did.  Renouncing the First Order saving this man's life.,The Force Awakens
747,Leia,Han told me about the girl. I'm sorry.,The Force Awakens
749,Poe Dameron ,Finn's familiar with the weapon that destroyed the Hosnian system. He worked on the base.,The Force Awakens
751,Leia,We're desperate for anything you can tell us.,The Force Awakens
753,Leia,And I will do everything I can to help... but first you need to tell us all you know.,The Force Awakens
755,oman,That sounds very scary. You must be so brave.,The Force Awakens
757,C-3PO,General... I regret to inform you...but this map recovered from BB-8... is only partially complete. And even worse it matches no charted system on record. We simply do not have enough information... to locate Master Luke.,The Force Awakens
759,Leia,Can't believe I was so foolish to think I could find Luke and bring him home.,The Force Awakens
761,Han Solo,Leia.,The Force Awakens
763,Leia,Don't do that.,The Force Awakens
765,Han Solo,Do what?,The Force Awakens
767,Leia,Anything-,The Force Awakens
769,Han Solo,I'm trying to be helpful.,The Force Awakens
771,Leia,When did that ever help?  And don't say the Death Star.,The Force Awakens
773,C-3PO,BB-8. You're wasting your time. It is very doubtful that R2 would have the rest of the map in his backup data. I am afraid not. R2-D2 has been in low-power mode ever since Master Luke went away. Sadly he may never be his old self again.,The Force Awakens
775,Han Solo,Listen to me will you? I know every time you... Every time you look at me you're reminded of him.,The Force Awakens
777,Leia,You think I want to forget him? I want him back.,The Force Awakens
779,Han Solo,There's nothing more we could have done. There's too much Vader in him.,The Force Awakens
781,Leia,That's why I wanted him to train with Luke. I just never should have sent him away. That's when I lost him. That's when I lost you both.,The Force Awakens
783,Han Solo,We both had to deal with it in our own way. I went back to the only thing I was ever any good at. ,The Force Awakens
785,Leia,We both did.,The Force Awakens
787,Han Solo,We lost our son. Forever.,The Force Awakens
789,Leia,No. It was Snoke. He seduced our son to the dark side. But we can still save him. Me. You.,The Force Awakens
791,Han Solo,If Luke couldn't reach him how could I?,The Force Awakens
